licenseNumber,legalName,licenseType,Address,licenseExpiryDate,zip,phone,email,hours
GAAA-NJDC-6DXF,Smyles Farms LLC,Grower,", TALIHINA, Latimer",2023-09-22,74571-5836,4326617699,smylesfarms@gmail.com,9 a.m.-5 p.m.
PAAA-VYN3-GICM,Smyles Farms Okie Extracts LLC,Processor,", TALIHINA, Latimer",2023-10-04,74571-5836,4326617699,smylesfarms@gmail.com,9a.m.-5p.m.
DAAA-YOQF-BEJ1,Snow Grown Dispensary LLC,Dispensary,"603 S MAIN ST, ELMORE CITY, Garvin",2023-02-01,73433,4053310373,snowgrownbuds88@gmail.com,12-7
GAAA-NFNG-R3KW,"Snow Leopard Valley, LLC",Grower,", WETUMKA, Hughes",2023-11-15,74883-6212,(929) 666-9995,snowleopardvalley@outlook.com,9:00:00 AM - 4:00:00 PM M- F
DAAA-2BE2-LU85,Snows Herbal Remedy LLC,Dispensary,"215 E 5th Street, Okmulgee, Okmulgee",2024-09-27,74447,1 (918) 304-2023,snowsherbalremedy@gmail.com,M-Sat 11am-8pm
GAAI-4JML-ZNMV,"So Fresh and So Green, LLC",Grower Indoor,"417 SNOW DR, NEWCASTLE, McClain",2024-11-21,73065-5059,7205035753,amanda.a.viereck@gmail.com,9-5 M-F
PAAA-Q5NB-5GWP,"SoCo, LLC",Processor,"814 S Willow, South Coffeyville, Nowata",2023-12-15,74072,(918) 430-6101,ilikeit814@gmail.com,0800 - 2200
GAAA-CHGM-QMXZ,"Soaring Eagle Valley, LLC",Grower,"12543 E 580 RD, ROSE, Mayes",2024-03-08,74364,(918) 800-3229,soaringeagle118@gmail.com,
GAAA-CXZ7-RLOQ,Sol Terra L.L.C.,Grower,", Blanchard, Grady",2023-09-01,73010,(405) 990-9455,backupnnieto@gmail.com,M-F 10-4
GAAA-EVBV-ZAIM,"Sol Terra, L.L.C.",Grower,", BLANCHARD, Grady",2023-09-12,73010,(405) 740-5769,billing@solterra-farms.com,10 a.m. - 5 p.m.
GAAA-XSU4-6UJM,SolNox LLC,Grower,"416 Glade Drive, Oklahoma City, Oklahoma",2023-10-06,73127,(949) 929-9469,nprenk5920@yahoo.com,N/A
GAAA-YUPJ-PQZ5,"Solomon Genetics, LLC",Grower,", Gans, Sequoyah",2023-11-18,74936,(214) 534-3544,solomongene.llc@gmail.com,9-5pm
PAAA-VKMN-HFQD,Solos Extract Company LLC,Processor,", SAND SPRINGS, Tulsa",2023-12-14,74063,9188992639,inniscody@gmail.com,0600-2100
DAAA-EJAO-C191,Solstice A Cannabis Company LLC,Dispensary,"12206 E 51ST ST ste 106, Tulsa, Tulsa",2024-10-14,74146,(539) 367-3490,solstice@solsticedispo.com,
PAAA-I0NH-40N5,"Soluna Extracts, LLC",Processor,", Oklahoma City, Oklahoma",2025-01-19,73150,(405) 831-5270,cunninghamrons@yahoo.com,m-f 8-5
GAAA-BK8N-EFOS,"Soluna, LLC",Grower,", Oklahoma City, Oklahoma",2024-01-19,73150,(405) 831-5270,cunninghamrons@yahoo.com,N/A
GAAA-76I4-TAG3,Solventless Extracts LLC,Grower,"11351 Wagon Wheel Circle, Coyle, Logan",2024-01-31,73027,(918) 424-2507,christopher_porter@live.com,N/A
DAAA-VYAZ-YNGO,Sommet Ventures Inc.,Dispensary,", OKMULGEE, Okmulgee",2024-05-17,74447-4807,2813098908,lasiarshad@gmail.com,9 AM - 9 PM
DAAA-VKSF-NQRU,Sommet Ventures Inc.,Dispensary,", TULSA, Tulsa",2025-05-17,74104-4137,2813098908,lasiarshad@gmail.com,9 AM - 10 PM
PAAA-491G-725R,Son Leaf LLC,Processor,", Blanchard, Grady",2024-08-01,73010,(405) 985-4098,steven_le02@yahoo.com,N/A
DAAA-XWPC-I4PF,Sonner Investments LLC,Dispensary,", Bethany, Oklahoma",2024-04-25,73008,(405) 413-8418,eliteokc@gmail.com,10 am - 9 pm
GAAA-EKCF-HVJP,Sooner Extracts LLC,Grower,", OKLAHOMA CITY, Oklahoma",2023-12-18,73179-7632,4055184206,ty@soonerextracts.com,9am to 5pm Mon-Fri
PAAA-NJ2L-03NH,Sooner Extracts LLC,Processor,", OKLAHOMA CITY, Oklahoma",2024-04-26,73179-7632,4055184206,ty@soonerextracts.com,Mon-Fri 9 am to 5 pm
PAAA-VK9U-9NAP,Sooner Glue LLC,Processor,", EDMOND, Logan",2023-09-15,73034-8553,4057190037,soonerglue@gmail.com,9am - 5pm
PAAA-HS0J-1NCX,"Sooner Innovations, LLC",Processor,", Bixby, Tulsa",2024-10-25,74008,(918) 947-9387,hmjiang2021@gmail.com,None
WAAA-4YCA-4VEU,Sooner Medical Waste Management LLC,Waste Disposal Facility,"1753 SOUTH CADDO ST, MULDROW, Sequoyah",2024-02-01,74948-2436,9183367000,elaine@soonermedicalwaste.com,M-F 9:00 am to 5:00 pm
PAAA-N1WL-NQ8U,"Sooner Pure, LLC",Processor,", BIXBY, Tulsa",2023-10-06,74008-4368,9182691705,melissa.petersen@elfmfg.com,8 am - 5:00 pm Monday - Friday
GAAA-41PM-XNDH,"Sooner State Wellness, LLC",Grower,"2105 N 16TH ST, MCALESTER, Pittsburg",2023-10-12,74501-3200,9183029043,kaben@soonerstatewellness.com,9am-4pm
PAAA-4YLJ-BVOS,"Sooner State Wellness, LLC",Processor,", McAlester, Pittsburg",2023-01-13,74501,9183029043,trevor@soonerstatewellness.com,9am-4pm Central
DAAA-BPEY-50P8,"Soothe 2, LLC",Dispensary,"2321 N PORTLAND AVE, OKLAHOMA CITY, Oklahoma",2024-02-11,73107-1539,4056005241,soothe2llc@gmail.com,Sunday - Saturday 8:00 a.m.- 5:00 p.m.
DAAA-41Z1-JIAQ,"Soothe, LLC",Dispensary,"1720 24TH AVENUE SW, Norman, Cleveland",2024-05-12,73072,4056005241,sam003@me.com,10am-8pm
PAAA-952I-23HO,South Canadian Riverbend LLC,Processor,"49724 Skinner RD, Konawa, Pottawatomie",2023-06-23,74849,(580) 276-8212,jmariejohnson.2008@gmail.com,9-5
PAAA-GMCW-RJBH,"South of the Salt Fork Processors, LLC",Processor,"105 N 7TH ST, TONKAWA, Kay",2023-11-14,74653-3501,5807614678,noah.kienholz@yahoo.com,"M, W, F 4-8pm"
PAAA-XZK9-MWX5,Southeast Trading Company LLC,Processor,"1796 North US Highway 259, Broken Bow, McCurtain",2023-12-13,74728,(580) 236-9814,wildherb420@gmail.com,N/A
GAAA-AX5S-FLDU,Southeastern Highlife LLC,Grower,"275 E Forest Lane, Durant, Bryan",2023-08-29,74701,8177071189,garydt72@yahoo.com,8 am to 8pm Monday through Friday
GAAI-6CJ0-VNFA,Southern Buzzed Farms LLC,Grower Indoor,", Ryan, Jefferson",2024-06-28,73565,(940) 217-9099,southernbuzzedfarm@gmail.com,N/A
GAAA-EJFN-RYH7,Southern Cannabis LLC,Grower,"4288 COUNTY ROAD 1510, STRATFORD, Pontotoc",2023-11-15,74872-5467,(580) 235-5881,southerncannabisok@gmail.com,10:00 am to 5:00 pm
DAAA-XTUH-ZCCE,Southern High Maintenance llc,Dispensary,"207 Kentucky ave, Panama, Le Flore",2024-09-29,74951,(918) 721-5881,dannybilly67@gmail.com,8-10
DAAA-41ZP-SHYN,"Southern Plains Processing, LLC",Dispensary,", APACHE, Caddo",2023-12-11,73006-9745,(504) 914-6335,gsw504@yahoo.com,8 am - 11:59 pm
GAAA-N172-3BDW,"Southern Plains Processing, LLC",Grower,", APACHE, Caddo",2024-05-23,73006,(504) 914-6335,gsw504@yahoo.com,8 am to 11:59 pm
DAAA-UY03-9XOB,"Southern Soul Canco, LLC",Dispensary,"27765 E350 Rd, Big Cabin, Rogers",2025-05-13,74332,(530) 391-3776,rblankenship14@gmail.com,08:00 a.m. - 10:00 p.m.
GAAA-B46A-ZUK7,Southern Style Farms LLC,Grower,"13850 E 435 RD, CLAREMORE, Rogers",2023-09-26,74017-3524,9185570278,c.farley@hotmail.com,24/7
PAAA-LQGF-8FPA,Southwest Biotech and Extraction LLC,Processor,", SWEETWATER, Beckham",2023-07-21,73666-6605,8327140400,ian@heartofgoldlabs.com,8:00a to 8:00p
GAAI-DE1H-AKP7,Southwest Biotech and Extraction LLC,Grower Indoor,", SWEETWATER, Beckham",2024-06-06,73666-6605,8327140400,ian@heartofgoldlabs.com,8:00a - 8:00p
PAAA-4KMN-GHDM,Southwest Genetics LLC,Processor,", OKLAHOMA CITY, Oklahoma",2024-05-16,73129-6429,(817) 992-1890,swgenetix@gmail.com,M-F 10 am - 4pm
GAAA-E1A5-0EMV,Southwest Genetics LLC,Grower,", OKLAHOMA CITY, Oklahoma",2024-05-16,73129-6429,(817) 992-1890,swgenetix@gmail.com,10AM - 4PM M-FR
GAAI-UXZR-TYXC,Southwind Vineyard LLC,Grower Indoor,", MEAD, Bryan",2024-08-21,73449,9188778961,chenfarm168@gmail.com,8-5
DAAA-ZXXT-SDDW,Sp8 Services LLC,Dispensary,"201 W 9TH ST, SHAWNEE, Pottawatomie",2024-02-27,74801-6815,(405) 788-4342,rob@robandsonscc.com,9-9
GAAA-VJXA-SRYS,Space Cactus LLC,Grower,", OKLAHOMA CITY, Oklahoma",2023-11-24,73106-2625,2144020115,info@thisisspacecactus.com,Not open to Public
DAAA-ZINC-NL8M,Space City Cannabis Co LLC,Dispensary,", ROLAND, Sequoyah",2024-09-29,74954-5362,(713) 256-2535,chiricka86@gmail.com,
DAAA-SSPH-EB1M,Space High Dispensary No2 LLC,Dispensary,"8005 South Western Avenue, Oklahoma City, Oklahoma",2024-01-09,73139,(214) 901-4271,spacehigh2okc@gmail.com,10:00 AM - 11:00pm
GAAI-1GXF-JPZY,"Space Lettuce, LLC",Grower Indoor,", Warner, Muskogee",2024-09-24,74469,(808) 385-0636,artistoconnor@yahoo.com,
DAAA-R5OX-3E84,Spaced Out Dispensary LLC,Dispensary,", Milburn, Johnston",2023-11-29,73450,(580) 232-0348,peaceinthepinesgrowery@gmail.com,M-F 8am-6pm
DAAA-Z6A5-DQDD,Spark Cannabis Co,Dispensary,"2619 NW CACHE RD, LAWTON, Comanche",2024-09-26,73505,(580) 699-8688,singh.harp@icloud.com,12:00 am to 12:00 am
DAAA-CSYI-DIPT,Spark Cannabis Co.,Dispensary,"102 E Missouri Street, Walters, Cotton",2023-10-03,73572,(580) 454-3432,shanie@sparkdispensaryok.com,9am to 10pm
DAAA-KOBF-RIFN,Spark Cannabis Co.,Dispensary,"7567 Us Highway 277, Elgin, Comanche",2024-02-22,73538,(405) 501-6795,harp@sparkdispensaryok.com,9am to 10pm
DAAA-CIOR-4UCD,Spark cannabis Co.,Dispensary,"7567 US HIGHWAY 277 STE 1, ELGIN, Comanche",2024-03-08,73538-2161,4055016795,singh.harp@icloud.com,9am to 9pm
DAAA-KKUI-OYGQ,Spark cannabis Co.,Dispensary,"121 W MAIN ST, ANADARKO, Caddo",2024-02-01,73005-2832,4055016795,singh.harp@icloud.com,9am to 9pm
PAAA-EQAI-SLD9,Spark cannabis co.,Processor,"7567 US HIGHWAY 277 ST-1, Elgin, Comanche",2024-02-14,73538,(405) 501-6795,harp@sparkdispensaryok.com,9:00 AM to 5:00 PM
DAAA-F71Y-D03Q,"Spark the Expansion, LLC",Dispensary,"2207 S 4th St.,, Chickasha, Grady",2024-06-01,73018,(580) 665-4024,kerry@greerandmcgill.com,9am-12am
GAAA-NZNU-FCWT,Spartan Fire LLC,Grower,"398897 W 900 RD, COPAN, Washington",2024-03-08,74022-4635,(918) 876-8544,cody@spartanthc.com,8-8
GAAA-Y112-WHGH,Spartan Fire LLC,Grower,", copan, Washington",2024-01-05,74022,1 (918) 867-8544,cody@spartanthc.com,N/A
DAAA-GID5-L58W,Spartan Fire LLC,Dispensary,", copan, Washington",2024-01-06,74022,1 (918) 867-8544,cody@spartanthc.com,N/A
PAAA-XVP9-TZWG,Spartan Fire LLC,Processor,", copan, Washington",2024-01-06,74022,(918) 876-8544,cody@spartanthc.com,N/A
GAAA-YGTV-A27W,Spearpoint Acres LLC,Grower,"9418 E.580 Rd, Oaks, Delaware",2024-01-11,74359,4344260449,spearpointacresllc@gmail.com,6am-8pm
PAAA-4KGQ-HICR,"Specialty Labs Group, LLC",Processor,", OKLAHOMA CITY, Oklahoma",2023-10-30,73179,4052001866,norrisautosalesap@gmail.com,8:00 AM to 5:00 PM
PAAA-AHDS-CKJI,Spence and Co. LLC,Processor,"102 E 32ND AVE SUITE B, STILLWATER, Payne",2023-11-14,74074-7513,(405) 338-9412,info@spence-co.com,by appointment only
GAAI-NYDA-NI7D,Spencer Manufacturing LLC,Grower Indoor,"8469 NE 23RD ST, Spencer, Oklahoma",2024-12-12,73141-1830,4057248112,tsmith@travischarlessmith.com,9:00 a.m. to 5:00 p.m.
GAAI-EJAR-TIRX,Spencer's 24-7 Inc.,Grower Indoor,"3701 W Arkansas St, Durant, Bryan",2024-09-26,74701,(580) 760-8427,spencer@pstexoma.com,
GAAA-V7XD-THCU,Splendid Garden LLC,Grower,", WELEETKA, Okfuskee",2023-09-13,74880-8007,6266792187,splendidgardenllc@yandex.com,10am-5pm
GAAA-Y9Q0-N5MO,Spoon Broz LLP,Grower,"1916 County Road 1390, Blanchard, Grady",2024-09-07,73010,(405) 320-2364,jeremyspoon14@gmail.com,6am-7pm
GAAA-RWNM-3SUP,Spring Fed Farms LLC,Grower,", Thackerville, Love",2023-12-04,73459,9185109752,springfedfarmsok@gmail.com,9a-5p
GAAA-F7PR-JTRX,Spring Green LLC,Grower,", PAULS VALLEY, Garvin",2022-12-05,73075-8814,(832) 403-6199,kaseytham@gmail.com,
GAAA-CD4C-AK20,"Spring River, LLC",Grower,"186021 N 2740 Rd, Hastings, Stephens",2023-10-26,73548,4054126743,richardsunsh@att.net,9am to 5pm
DAAA-RYKR-3T3O,Springbrook Dispensary LLC,Dispensary,"37617 45th Street, Shawnee, Pottawatomie",2023-11-15,74804,(405) 496-8234,seankincheloe@gmail.com,N/A
GAAA-EY7Q-1VUF,"Springbrook Nursery, LLC",Grower,"37617 45TH ST, SHAWNEE, Pottawatomie",2024-01-08,74804,4054968234,seankincheloe@gmail.com,Monday- Friday 8:00 am- 6:00 pm
GAAA-8RRQ-N5M4,Sprout Buds LLC,Grower,"6976 Highwater Circle, Suite A/B, Edmond, Logan",2024-10-12,73034,(405) 430-3153,sproutbuds.ok@gmail.com,M-F 10:00AM - 6:00PM
GAAA-X4AF-8YC1,"Squeaky Corp, LLC",Grower,", CLEVELAND, Pawnee",2023-05-18,74020-6453,4025416973,kingjj2886@gmail.com,12:00 a.m. to 11:59 p.m.
PAAA-H5Q5-DCTK,Squishermen LLC,Processor,", OKLAHOMA CITY, Oklahoma",2024-09-25,73107-1305,4055324650,squishermen@gmail.com,5-10pm
GAAI-RQW5-WWMJ,Squishermen LLC,Grower Indoor,", Oklahoma City, Oklahoma",2024-11-15,73107,(405) 532-4650,squishermen@gmail.com,5-10pm m-f
PAAA-SLNX-0DNO,Stankboyz Farm LLC,Processor,", FLETCHER, Comanche",2023-11-14,73541-3521,(817) 535-9293,jeffsexotic@gmail.com,9:00am to 5:00pm
GAAI-JDBX-JWV0,Stankboyz Farm LLC,Grower Indoor,", FLETCHER, Comanche",2024-08-16,73541-3521,7605507203,lesbcohen@yahoo.com,9:00-5:00
GAAA-QAYP-TALN,Stankonya farms,Grower,"11275 south taurus drive, Guthrie, Logan",2023-11-29,73044,4055898449,gotstankonya2@gmail.com,Saturday
GAAA-4KS4-MU5M,"Star Flowers, LLC",Grower,"62965 E 170 RD, WYANDOTTE, Ottawa",2023-03-29,74370-2422,9188480640,tublaib21@gmail.com,8:00am to 5:00pm
GAAA-QLHG-SCDS,Star Green LLC,Grower,", Seminole, Seminole",2024-02-10,74868,(405) 887-7689,stargreenllc2023@gmail.com,10am-5pm
DAAA-PZC6-QPFK,"Starbuds Dispensary Ardmore, LLC",Dispensary,"2502 CROSSROADS DR, ARDMORE, Carter",2024-09-18,73401-2503,5806821374,cannabislicensing@troutman.com,Sun-Mon 8am to 12am
DAAA-V1WG-RQNX,Starbuds Dispensary Chickasha LLC,Dispensary,"718 S 4TH ST, CHICKASHA, Grady",2024-10-13,73018-4601,5806821374,cannabislicensing@troutman.com,M-Th 10AM-10PM; F-Sat 10AM-11PM; Sun 10AM-8PM
DAAA-VJEU-YEZU,Starbuds Dispensary LLC,Dispensary,"2629 NW CACHE RD, LAWTON, Comanche",2024-04-04,73505,5806821374,licensing@jesglegal.com,10am - 10pm
DAAA-VKED-VD4W,"Stars and Stripes Dispensary 2, LLC",Dispensary,"10605 S WESTERN AVE, OKLAHOMA CITY, Cleveland",2023-12-25,73170-6200,(405) 676-8749,dispo@starsandstripesok.com,10:00 a.m. to 9:00 p.m.
GAAA-41RW-BBYL,Stars and Stripes Grow LLC,Grower,"4701 THUNDER LANE AVE, NOBLE, Cleveland",2023-11-06,73068-6318,(405) 407-6003,grow@starsandstripesok.com,10:00 a.m. to 8:00 p.m.
PAAA-G643-162H,"Stars and Stripes Processing, LLC",Processor,"4701 Thunder Lane Ave, Noble, Cleveland",2023-12-28,73068-6318,(405) 407-6003,processing@starsandstripesok.com,N/A
GAAA-9ZAP-PGQC,Stash Holdings LLC,Grower,", Waurwika, Jefferson",2023-12-09,73573,(917) 749-0309,matt@stacylegalgroup.com,24
DAAA-V1SN-BQ8I,State Line Dispensary LLC,Dispensary,"2230 Highway 412, Colcord, Delaware",2024-09-12,74338,9187746137,dereknetz17_@hotmail.com,9-7
DAAA-VK5X-B7UI,State Line Dispensary LLC,Dispensary,"101 Main Street, Arkoma, Le Flore",2023-09-15,74901,9187746137,dereknetz17_@hotmail.com,9-7
DAAA-6HST-X763,"StateLine Fine Cannabis, LLC",Dispensary,", Colbert, Bryan",2023-08-02,74733,(972) 872-5584,fordmann04@yahoo.com,N/A
PAAA-40W2-A31D,"StateLine Fine Cannabis, LLC",Processor,", Colbert, Bryan",2024-08-10,74733,(972) 872-5584,fordmann04@yahoo.com,N/A
DAAA-ZNWI-TUGH,Stateline X One LLC,Dispensary,", QUAPAW, Ottawa",2024-09-22,74363,(918) 325-1029,exitone.ok@gmail.com,7 AM - 11 PM
GAAA-8B28-WGCN,Statue Lee Farm LLC,Grower,", COLCORD, Delaware",2024-09-17,74338-2147,(918) 314-5557,statuelee.farm@gmail.com,8 am - 10 pm
DAAA-4JDP-18FU,Steady Eddi LLC,Dispensary,", OKLAHOMA CITY, Oklahoma",2024-10-10,73162-6210,4054708625,steadyeddillc@gmail.com,10am-10pm
WAAA-41VQ-NN3L,Stealth Business Solutions,Waste Disposal Facility,"29 W 7TH ST, EDMOND, Oklahoma",2024-05-01,73003-5766,4056405633,stealthbusinesssolutions@gmail.com,7:00 AM to 5:00 PM
PAAA-EKVB-JPC9,Stealth Business Solutions LLC,Processor,"29 W 7TH ST, EDMOND, Oklahoma",2024-02-24,73003-5766,4056405633,stealthbusinesssolutions@gmail.com,M-F 8-5
DAAA-ZSO1-EEQ2,Steel House Organics LLC,Dispensary,", Norman, Cleveland",2023-07-14,73017,(573) 289-4187,tyson@steelhouseorganics.com,N/A
GAAA-W5DO-YHGF,Steel House Organics LLC,Grower,", Norman, Cleveland",2023-07-15,73071,(405) 448-6024,eugenenoriega85@gmail.com,N/A
PAAA-G2EU-ER2L,"Steel House Organics, Inc",Processor,", Norman, Cleveland",2025-07-08,73071,(405) 448-6024,eugenenoriega85@gmail.com,8am-5pm
GAAA-IGIR-WOS4,Stela Flora LLC,Grower,"19039 East Tecumseh Rd, Newalla, Cleveland",2023-12-21,74857,(206) 565-8808,stelaflorallc@gmail.com,N/A
GAAA-CX4I-5YXS,"Stellar Buds Growing, LLC",Grower,", Cushing, Lincoln",2024-03-21,74023,9182373323,happybudsgrowingllc@gmail.com,8:00am until 9:00 pm
GAAA-YVHA-JRIU,Stems Green LLC,Grower,"2116 S WOODY GUTHRIE ST, OKEMAH, Okfuskee",2023-10-31,74859-4620,(504) 315-9656,thesinagroupllc@gmail.com,10am-5pm
PAAA-7CK3-JYUY,Stems4Life,Processor,", woodward, Woodward",2024-01-27,73801,(580) 216-1050,tygrunewald@gmail.com,8 am to 5 pm 5 days a week
GAAA-NYYK-PA7B,Stems4Life LLC,Grower,"4305 WESTERN AVE, WOODWARD, Woodward",2023-07-11,73801-9412,5802161050,tygrunewald@gmail.com,8 am to 5 pm
GAAA-4KJM-CEWB,Stephens Farms LLC,Grower,"16101 STATE HIGHWAY 1W, ADA, Pontotoc",2023-09-26,74820-3764,(626) 456-1818,goldengreen88888@gmail.com,7AM-10PM
GAAA-OCJA-NYWG,Stevesons Top Cut,Grower,"645 US HIGHWAY 277, NINNEKAH, Grady",2024-06-18,73067-4806,4058190772,stevesonstopcut@gmail.com,7am to 7pm Monday - Sunday
GAAA-SGWM-V61H,"Sticky Blooms Pharm, LLC",Grower,", LINDSAY, Garvin",2024-01-08,73052-9571,7704801670,stickybloomspharm@gmail.com,Monday-Friday 9-5 or as needed for company operations
PAAA-8A7D-ZGS7,Sticky Forest OKC Inc,Processor,", Coyle, Logan",2024-01-09,73027,(708) 378-9813,stickyforest@icloud.com,10am to 5pm
DAAA-IZ3E-XPA5,Sticky Forest OKC Inc,Dispensary,", COYLE, Logan",2024-01-09,73105,(405) 476-5294,stickyforest@icloud.com,
GAAA-P0U3-44Q7,Sticky Forest OKC Inc,Grower,", Coyle, Logan",2024-01-09,73027,(405) 476-5294,stickyforest@icloud.com,
DAAA-VKI2-GDKS,Sticky Nickel LLC,Dispensary,"226 SE WASHINGTON BLVD, BARTLESVILLE, Washington",2024-07-24,74006-2335,9187665541,okstickynickel@gmail.com,9am - 9pm
DAAA-NYW0-8CKQ,"Stockham Holdings, Inc.",Dispensary,"14 N UTICA AVE, TULSA, Tulsa",2024-04-11,74110,9185046866,jacobstockham@yahoo.com,"M-S 8 a.m - 9 p.m., Sun. 10 a.m - 8 p.m."
DAAA-EKE1-9RYV,Stoned 4 Survival L.L.C.,Dispensary,"1907 N 271, Grant, Choctaw",2023-11-06,74738,5807435915,stoned4survival@gmail.com,10 am to 8pm mon -thurs 10-10 fri and sat sun 1-5
GAAA-EKAJ-ATP2,Stoned Bluff Gardens LLC,Grower,", HASKELL, Wagoner",2023-12-27,74436-2189,9186386220,jesseginn@hotmail.com,7am-7pm
DAAA-LPV8-R7CE,"Stoned Flower, LLC",Dispensary,"3131 N. May Ave, Oklahoma City, Oklahoma",2024-01-03,73112,(405) 408-6572,stonedflowerokc@gmail.com,24 Hours
DAAA-5WP6-FIWN,"Stonerz & Company, LLC",Dispensary,"715 Eastside Blvd, Muskogee, Muskogee",2023-10-03,74403,(918) 815-7672,shamuwale4@gmail.com,08:00 a.m. - 10:00 p.m.
DAAA-UCGM-ULXF,Stoney Lane Dispensary LLC,Dispensary,"801 S BROADWAY, HOBART, Kiowa",2024-05-17,73651-1832,4176993866,stoneylane2021@yahoo.com,11 to 9 monday through sunday
DAAA-MOXH-SYPP,"Stoney's Joint Pryor, LLC",Dispensary,"202 S Adair St, Pryor Creek, Mayes",2024-09-29,74361,(918) 822-3282,stoneysjoint@gmail.com,10:00am-9:00pm
DAAA-9CMS-RSSL,"Stoney's Joint, LLC",Dispensary,"1401 1/2 E DOWNING ST, TAHLEQUAH, Cherokee",2023-11-06,74464,9189312959,stoneysjoint@gmail.com,10-10
GAAA-NKVM-BNGX,"Straight Fire Grow, LLC",Grower,", WILSON, Carter",2024-02-06,73463-6756,(949) 373-6018,theresa.nguyen1287@gmail.com,M-F 8am-6pm
PAAA-RMZW-KI3R,Straight Fire LLC,Processor,"9112 N MACARTHUR BLVD, OKLAHOMA CITY, Oklahoma",2023-08-14,73132-2419,(405) 694-9343,tung3737@yahoo.com,10am-3pm
DAAA-VKGO-4SKC,Straight Fire LLC,Dispensary,"9110 N MACARTHUR BLVD, OKLAHOMA CITY, Oklahoma",2023-08-11,73132-2419,(405) 422-5940,tung3737@yahoo.com,10am -4pm
GAAI-MSBZ-ANCU,"Straight Fire Organics, LLC",Grower Indoor,", OKLAHOMA CITY, Oklahoma",2024-12-07,73114-6729,(405) 210-8144,tung@happyokc.com,10a-8p
GAAA-LNOM-Y2TP,Straight Gas Inc.,Grower,", WILSON, Carter",2023-10-18,73463-6707,(323) 788-8328,straightgasinc@gmail.com,11-7
PAAA-X8VG-OFNF,Straight Gas Inc.,Processor,", WILSON, Carter",2023-10-18,73463-6707,(323) 788-8328,straightgasinc@gmail.com,11-7
DAAA-4Y9Y-ADHN,"Straiin, LLC",Dispensary,"3637 NW 10TH ST, OKLAHOMA CITY, Oklahoma",2023-12-12,73107-4403,4057065722,straiinusa@gmail.com,8am-12am
DAAA-OM1F-0Y52,Strange Astronauts,Dispensary,"1427 N Country Club Rd, Ada, Pontotoc",2024-01-03,74820,(580) 235-1329,jakebaxter@icloud.com,N/A
DAAA-QS6W-CF0F,Strange Cloudz Collective LLC,Dispensary,", TULSA, Tulsa",2024-12-19,74128-4419,(310) 279-9521,alansoleyman@yahoo.com,10AM-10pm
GAAA-YAVW-7VVY,Stratus Nexum Inc,Grower,"12965 County Road 1538, Ada, Pontotoc",2023-11-09,74820,(405) 998-5151,stratusnexum@gmail.com,1:00pm - 8:00pm
DAAA-GPEI-MZ0J,Stratus Nexum Inc,Dispensary,"12965 County Road 1538, Ada, Pontotoc",2023-11-16,74820,(405) 998-5151,stratusnexum@gmail.com,1:00pm - 8:00pm
PAAA-VNRC-8A6H,Stratus Nexum Inc,Processor,"12965 County Road 1538, Ada, Pontotoc",2023-11-17,74820,(405) 998-5151,stratusnexum@gmail.com,1:00pm - 8:00pm
DAAA-9WCV-RVMD,Stripeback Cannabis Co. LLC,Dispensary,"3019 SE 44TH ST, DEL CITY, Oklahoma",2023-10-23,73135-1001,4056534993,stripebackcannabisco@gmail.com,M-F 12pm-7pm Sat 12pm-5pm Sun 12pm-5pm
GAAI-MSKB-ETGH,Strong Farms LLC,Grower Indoor,"20036 SLICK RD, KELLYVILLE, Creek",2024-10-13,74039,(404) 771-7878,strongfarmsokc@gmail.com,10am-4pm
TAAA-NKNY-1SYG,"Stronghold Transportation Group, LLC",Transporter,"140 N VILLA AVE, OKLAHOMA CITY, Oklahoma",2024-03-10,73107-6960,4054390950,clint@strongholdprotection.com,8-5
GAAA-K6JG-NS7M,Stroud Community Farm LLC,Grower,", STROUD, Lincoln",2023-11-16,74079,(918) 223-7460,stroudcommunityfarm@gmail.com,N/A
DAAA-EKPR-LXJU,"Stroud Dispensary, LLC",Dispensary,"411 W MAIN ST, Stroud, Lincoln",2025-02-22,74079,9189870038,stroudherbalwellness@gmail.com,Monday - Saturday 10:00 am - 7:00 pm Sunday 12:00 pm - 5:00 pm
GAAA-60QR-8Z3P,"SubRosa Farms, LLC",Grower,", Coyle, Logan",2023-08-10,73027,(925) 457-6236,scottwhitfield1977@gmail.com,N/A
GAAA-2MKR-DSCI,Sugar Moon Farms LLC,Grower,"2453 COUNTY ROAD 1400, ALEX, Grady",2022-09-26,73002-2215,4056236278,sugarmoonfarmsllc0@gmail.com,8am-5pm
DAAA-EJMU-SECB,Sugar Shack So Cal LLC,Dispensary,", LAWTON, Comanche",2024-02-17,73505-5231,5806997422,sugarshackok@gmail.com,10 AM to 8 PM
PAAA-4YXB-B849,Sugar Shack So Cal LLC,Processor,"310 SE D AVE, LAWTON, Comanche",2024-01-14,73501-5441,5806997422,sugarshackok@gmail.com,10 a.m. to 8 p.m.
GAAA-41IG-WP2T,Sugar shack so cal llc,Grower,", LAWTON, Comanche",2024-01-14,73501-5441,5806997422,sugarshackok@gmail.com,10 AM to 8 PM
PAAA-TZMK-ZU3X,Sugarhigh LLC,Processor,"1408 N Portland Ave, Oklahoma City, Oklahoma",2024-03-13,73107,(405) 881-5496,sugarhighokc@gmail.com,9-5
